timestamp_s,src_ip,dst_ip,src_port,dst_port,protocol,queue_depth_bytes,tx_link_util_0_255,flow_hash,datetime_iso,load_percent,time_sec,probes_per_sec,total_probes,overhead,fct_ms,flow_size_bytes,flow_type,flow_cat
122.831,10.0.104.6,10.0.100.5,13277,5003,TCP,5,59,782c13d3,2026-04-11T17:03:03.930986,30,122,14.772,1843.53,2.2689e-05,1.0614,71460.0,small,small
123.056,10.0.100.6,10.0.102.2,41026,5001,TCP,1,71,cf843883,2026-04-11T17:03:04.155707,30,123,14.54,1858.07,2.2334e-05,2.49025,139304.0,small,medium
124.868,10.0.102.5,10.0.102.6,41362,80,TCP,1,61,5b018187,2026-04-11T17:03:05.967646,30,124,15.08,1873.15,2.3163e-05,1.80425,117993.0,small,medium
127.188,10.0.102.9,10.0.100.6,43512,443,TCP,3,71,148d9bb5,2026-04-11T17:03:08.288027,30,127,15.028,1918.66,2.3084e-05,4.666399999999999,1122719.0,medium,large
128.191,10.0.100.12,10.0.104.2,46139,443,TCP,1,66,0772ac83,2026-04-11T17:03:09.291106,30,128,14.173,1932.83,2.177e-05,11.6698,1383552.0,medium,large
129.251,10.0.100.9,10.0.102.9,12138,5003,TCP,2,80,76166d29,2026-04-11T17:03:10.351148,30,129,15.223,1948.05,2.3382e-05,22.6252,4030751.0,large,large
130.65,10.0.102.9,10.0.104.2,13540,443,TCP,0,63,9a6ed316,2026-04-11T17:03:11.749977,30,130,14.831,1962.88,2.278e-05,1.5979,23669.0,small,small
130.768,10.0.102.9,10.0.102.5,15885,8080,TCP,1,83,5a2f9ae5,2026-04-11T17:03:11.867893,30,130,14.831,1962.88,2.278e-05,2.71875,70110.0,small,small
131.143,10.0.100.6,10.0.100.13,19962,80,OTHER,2,75,9811c444,2026-04-11T17:03:12.243033,30,131,15.16,1978.04,2.3286e-05,,,,medium
132.502,10.0.102.12,10.0.100.2,64153,5001,TCP,0,50,8647c750,2026-04-11T17:03:13.602286,30,132,15.729,1993.77,2.416e-05,1.6047500000000001,138282.0,small,medium
132.671,10.0.102.9,10.0.102.13,53367,8080,TCP,1,64,413ddda9,2026-04-11T17:03:13.771002,30,132,15.729,1993.77,2.416e-05,1.90225,119827.0,small,medium
134.157,10.0.102.5,10.0.100.13,57773,8080,TCP,1,51,995a36ed,2026-04-11T17:03:15.257474,30,134,14.99,2023.08,2.3025e-05,3.8955,131979.0,small,medium
135.883,10.0.102.12,10.0.100.6,51880,8080,OTHER,2,52,2165ed44,2026-04-11T17:03:16.982865,30,135,14.744,2037.82,2.2647e-05,,,,medium
138.068,10.0.102.5,10.0.100.9,1336,8443,OTHER,1,61,3308bcaa,2026-04-11T17:03:19.168115,30,138,14.969,2082.49,2.2993e-05,,,,medium
138.409,10.0.100.5,10.0.102.5,4084,5001,OTHER,0,56,7cfedd13,2026-04-11T17:03:19.509257,30,138,14.969,2082.49,2.2993e-05,,,,medium
139.563,10.0.104.5,10.0.102.5,42308,8080,OTHER,0,84,45c5b7ea,2026-04-11T17:03:20.663043,30,139,15.336,2097.83,2.3556e-05,,,,medium
139.74,10.0.104.9,10.0.104.2,23860,443,TCP,0,74,ec10ef0d,2026-04-11T17:03:20.840202,30,139,15.336,2097.83,2.3556e-05,9.610199999999999,1268900.0,medium,large
140.839,10.0.100.13,10.0.100.12,38104,5001,OTHER,0,61,b5411204,2026-04-11T17:03:21.939431,30,140,14.958,2112.79,2.2976e-05,,,,medium
141.759,10.0.102.9,10.0.100.12,18475,5001,OTHER,5,83,68813084,2026-04-11T17:03:22.858730,30,141,15.22,2128.01,2.3377e-05,,,,medium
143.71,10.0.102.2,10.0.100.9,44014,443,TCP,5,52,5f3a0112,2026-04-11T17:03:24.809951,30,143,15.195,2157.85,2.334e-05,0.34509999999999996,40635.0,small,small
147.064,10.0.104.9,10.0.104.5,37738,5001,TCP,0,64,ef9be417,2026-04-11T17:03:28.163981,30,147,15.031,2218.32,2.3087e-05,2.65825,141313.0,small,medium
148.715,10.0.102.12,10.0.100.6,35239,443,TCP,1,60,f6e5f653,2026-04-11T17:03:29.814733,30,148,14.981,2233.3,2.301e-05,10.2165,1047941.0,medium,medium
149.875,10.0.102.5,10.0.102.2,52680,5003,TCP,1,62,c3d5fa00,2026-04-11T17:03:30.975337,30,149,15.23,2248.53,2.3393e-05,12.29025,638449.0,medium,medium
150.179,10.0.104.2,10.0.100.12,36016,5001,OTHER,0,75,5e65fc4e,2026-04-11T17:03:31.278620,30,150,14.944,2263.47,2.2953e-05,,,,medium
152.782,10.0.104.2,10.0.100.2,45963,8443,TCP,0,65,a5a83439,2026-04-11T17:03:33.881765,30,152,14.561,2293.05,2.2365e-05,10.00825,744263.0,medium,medium
157.54,10.0.100.12,10.0.100.2,4624,443,OTHER,1,74,cbaf23db,2026-04-11T17:03:38.640259,30,157,14.421,2367.39,2.2151e-05,,,,medium
158.707,10.0.100.6,10.0.100.13,15832,5001,TCP,1,59,81e9f4d7,2026-04-11T17:03:39.806511,30,158,14.865,2382.26,2.2832e-05,2.5926,69664.0,small,small
162.169,10.0.102.12,10.0.100.13,57836,443,OTHER,1,34,96b3de4c,2026-04-11T17:03:43.268522,30,162,14.506,2441.46,2.2281e-05,,,,medium
164.333,10.0.100.2,10.0.102.9,25933,5003,TCP,1,53,368f76f7,2026-04-11T17:03:45.432883,30,164,14.21,2471.1,2.1827e-05,1.31515,57130.0,small,small
168.745,10.0.100.9,10.0.104.9,32894,5003,TCP,0,59,045dc0da,2026-04-11T17:03:49.845354,30,168,15.173,2530.28,2.3305e-05,45.81849999999999,38306496.0,large,large
169.542,10.0.102.13,10.0.102.9,9164,5001,TCP,0,75,bbb37c2b,2026-04-11T17:03:50.642169,30,169,14.454,2544.74,2.2202e-05,4.70575,138569.0,small,medium
170.358,10.0.100.6,10.0.102.5,41391,80,TCP,0,74,aefd2f7b,2026-04-11T17:03:51.458026,30,170,14.469,2559.21,2.2225e-05,16.9518,1111134.0,medium,large
170.789,10.0.102.5,10.0.104.2,54370,5001,TCP,2,85,f76ea744,2026-04-11T17:03:51.888904,30,170,14.469,2559.21,2.2225e-05,0.9961500000000001,71952.0,small,small
171.175,10.0.104.2,10.0.104.9,31107,8443,TCP,1,68,78f4e98e,2026-04-11T17:03:52.274698,30,171,15.241,2574.45,2.3411e-05,2.08365,62244.0,small,small
172.407,10.0.104.9,10.0.102.9,5668,5003,TCP,1,58,6f50ef81,2026-04-11T17:03:53.507300,30,172,14.33,2588.78,2.2011e-05,2.80865,40311.0,small,small
173.426,10.0.104.9,10.0.100.9,3795,5001,TCP,0,70,ae370ee1,2026-04-11T17:03:54.525700,30,173,15.376,2604.15,2.3618e-05,1.2672999999999999,60864.0,small,small
174.392,10.0.100.9,10.0.104.9,27436,8443,OTHER,0,62,9b8614c1,2026-04-11T17:03:55.491748,30,174,15.413,2619.57,2.3675e-05,,,,medium
177.436,10.0.102.2,10.0.102.9,13456,5001,TCP,1,88,310ca860,2026-04-11T17:03:58.535605,30,177,14.894,2665.62,2.2876e-05,53.5553,28714700.0,large,large
178.319,10.0.102.2,10.0.102.5,32523,8080,OTHER,2,52,952b5922,2026-04-11T17:03:59.419082,30,178,14.966,2680.59,2.2988e-05,,,,medium
180.907,10.0.100.12,10.0.100.13,49713,8080,TCP,0,48,14c8d959,2026-04-11T17:04:02.007043,30,180,14.732,2710.22,2.2628e-05,2.7956,58384.0,small,small
181.678,10.0.104.5,10.0.102.2,40714,443,TCP,0,68,6739218d,2026-04-11T17:04:02.777655,30,181,14.56,2724.78,2.2364e-05,10.39325,863304.0,medium,medium
182.964,10.0.100.9,10.0.100.13,36245,5003,TCP,0,63,1686d241,2026-04-11T17:04:04.064368,30,182,15.425,2740.2,2.3692e-05,1.8371499999999998,35143.0,small,small
186.427,10.0.102.5,10.0.104.9,39177,5001,TCP,1,76,cc2cd76e,2026-04-11T17:04:07.526861,30,186,15.263,2801.56,2.3444e-05,0.8453499999999999,70394.0,small,small
186.585,10.0.100.6,10.0.102.9,46031,5003,TCP,1,52,9fa16dbb,2026-04-11T17:04:07.684771,30,186,15.263,2801.56,2.3444e-05,0.9782500000000001,147098.0,small,medium
187.088,10.0.102.13,10.0.102.6,57746,5003,TCP,1,74,ad8312f9,2026-04-11T17:04:08.187522,30,187,15.209,2816.77,2.3361e-05,4.9385,420860.0,medium,medium
188.647,10.0.104.9,10.0.102.12,16133,443,OTHER,1,81,c2f532f3,2026-04-11T17:04:09.746794,30,188,14.926,2831.69,2.2926e-05,,,,medium
189.595,10.0.100.9,10.0.102.13,31378,443,OTHER,2,56,24db621f,2026-04-11T17:04:10.695050,30,189,14.797,2846.49,2.2729e-05,,,,medium
189.597,10.0.100.13,10.0.100.9,5606,5001,TCP,0,57,0e09bba9,2026-04-11T17:04:10.697122,30,189,14.797,2846.49,2.2729e-05,0.7264499999999999,55769.0,small,small
189.93,10.0.100.5,10.0.104.6,18095,5001,TCP,1,70,d3aeeeb5,2026-04-11T17:04:11.030344,30,189,14.797,2846.49,2.2729e-05,1.17075,111295.0,small,medium
192.517,10.0.100.5,10.0.102.9,45487,5001,TCP,1,78,7363e540,2026-04-11T17:04:13.616547,30,192,16.004,2891.0,2.4582e-05,1.8690499999999999,16106.0,small,small
192.826,10.0.102.2,10.0.100.9,64852,80,TCP,3,66,98d83498,2026-04-11T17:04:13.925915,30,192,16.004,2891.0,2.4582e-05,3.4147499999999997,59233.0,small,small
193.011,10.0.102.2,10.0.104.9,10500,8080,TCP,0,68,941c33d8,2026-04-11T17:04:14.110880,30,193,15.406,2906.41,2.3663e-05,1.79655,49861.0,small,small
193.509,10.0.104.6,10.0.104.2,45076,5003,OTHER,0,68,1c2f6a72,2026-04-11T17:04:14.608946,30,193,15.406,2906.41,2.3663e-05,,,,medium
197.889,10.0.100.13,10.0.104.5,13896,5001,OTHER,1,71,fd0f0580,2026-04-11T17:04:18.989274,30,197,15.905,2965.88,2.4431e-05,,,,medium
198.86,10.0.102.2,10.0.100.13,52117,80,TCP,1,55,df6f3603,2026-04-11T17:04:19.960328,30,198,15.326,2981.2,2.3541e-05,3.55075,147344.0,small,medium
199.618,10.0.102.9,10.0.100.5,26542,80,TCP,1,36,acdee089,2026-04-11T17:04:20.717538,30,199,15.303,2996.51,2.3506e-05,7.994,905712.0,medium,medium
200.425,10.0.100.5,10.0.102.2,18137,80,TCP,2,66,57542640,2026-04-11T17:04:21.524551,30,200,15.041,3011.55,2.3102e-05,0.6409,39530.0,small,small
202.659,10.0.102.6,10.0.102.9,29181,8080,TCP,1,70,dfe39314,2026-04-11T17:04:23.759196,30,202,15.281,3041.85,2.3471e-05,1.8589,56875.0,small,small
203.03,10.0.100.13,10.0.104.5,5749,80,TCP,0,64,85a7d3f6,2026-04-11T17:04:24.129548,30,203,14.502,3056.35,2.2275e-05,16.3345,298584.0,medium,medium
205.459,10.0.100.13,10.0.104.9,3863,8080,TCP,0,71,aa32234a,2026-04-11T17:04:26.559460,30,205,15.37,3086.16,2.3609e-05,2.4939999999999998,61953.0,small,small
206.703,10.0.104.5,10.0.102.2,26317,443,OTHER,1,58,ca1a10c3,2026-04-11T17:04:27.803103,30,206,14.208,3100.37,2.1824e-05,,,,medium
206.897,10.0.104.2,10.0.100.13,55531,5003,OTHER,1,95,8b1e7978,2026-04-11T17:04:27.996886,30,206,14.208,3100.37,2.1824e-05,,,,medium
206.969,10.0.102.2,10.0.100.13,8643,443,TCP,0,63,8dffc51c,2026-04-11T17:04:28.069047,30,206,14.208,3100.37,2.1824e-05,5.53,130842.0,small,medium
211.954,10.0.102.5,10.0.102.13,38180,443,OTHER,1,47,19f6a484,2026-04-11T17:04:33.054030,30,211,15.235,3176.05,2.34e-05,,,,medium
212.213,10.0.102.2,10.0.102.5,6488,8080,TCP,1,82,036d8f1b,2026-04-11T17:04:33.312743,30,212,15.81,3191.86,2.4284e-05,2.15035,25515.0,small,small
213.627,10.0.104.5,10.0.104.9,65125,8080,OTHER,2,69,2b650d41,2026-04-11T17:04:34.726598,30,213,14.928,3206.78,2.2929e-05,,,,medium
215.828,10.0.102.9,10.0.104.9,29830,5001,OTHER,0,69,bcfc89c0,2026-04-11T17:04:36.928418,30,215,14.548,3235.57,2.2346e-05,,,,medium
216.659,10.0.100.5,10.0.102.9,56292,443,TCP,1,56,51616bf8,2026-04-11T17:04:37.758715,30,216,14.761,3250.33,2.2672e-05,2.1517999999999997,67299.0,small,small
217.196,10.0.104.2,10.0.100.5,3716,80,TCP,3,57,f39c1c9a,2026-04-11T17:04:38.296328,30,217,15.031,3265.36,2.3088e-05,0.8308499999999999,96104.0,small,small
217.998,10.0.100.9,10.0.100.12,32852,8443,TCP,1,70,af612b03,2026-04-11T17:04:39.097537,30,217,15.031,3265.36,2.3088e-05,4.38915,32324.0,small,small
222.131,10.0.100.6,10.0.102.9,11609,443,TCP,0,69,06a01b33,2026-04-11T17:04:43.230747,30,222,15.6,3339.19,2.3961e-05,2.1764499999999996,2948.0,small,small
222.237,10.0.102.13,10.0.104.5,51600,80,TCP,0,53,0d78e13f,2026-04-11T17:04:43.337484,30,222,15.6,3339.19,2.3961e-05,1.5457,59923.0,small,small
222.526,10.0.102.12,10.0.102.2,16189,8443,TCP,3,41,d19a141d,2026-04-11T17:04:43.626081,30,222,15.6,3339.19,2.3961e-05,10.031,427332.0,medium,medium
226.392,10.0.102.6,10.0.102.2,39635,5001,TCP,1,69,efb77880,2026-04-11T17:04:47.492229,30,226,14.896,3399.79,2.288e-05,8.1206,1094011.0,medium,large
226.513,10.0.102.2,10.0.104.2,5909,8080,TCP,1,65,6580e2d9,2026-04-11T17:04:47.612973,30,226,14.896,3399.79,2.288e-05,2.726,99279.0,small,small
228.203,10.0.104.5,10.0.100.5,1217,5003,TCP,1,67,37b81ca8,2026-04-11T17:04:49.302937,30,228,14.895,3429.46,2.2878e-05,1.4140000000000001,132737.0,small,medium
228.259,10.0.102.9,10.0.104.6,32003,80,TCP,1,68,261628c0,2026-04-11T17:04:49.358847,30,228,14.895,3429.46,2.2878e-05,1.04825,108258.0,small,medium
230.201,10.0.104.9,10.0.102.9,19880,8443,TCP,0,56,75c3051a,2026-04-11T17:04:51.301409,30,230,14.968,3459.35,2.2991e-05,0.686,144379.0,small,medium
231.809,10.0.100.6,10.0.100.2,50031,5003,TCP,0,60,77e4c8a7,2026-04-11T17:04:52.908548,30,231,15.043,3474.4,2.3106e-05,2.9202999999999997,101641.0,small,small
232.269,10.0.100.13,10.0.102.6,39121,8443,TCP,1,62,944d550a,2026-04-11T17:04:53.368636,30,232,15.954,3490.35,2.4506e-05,1.87075,130207.0,small,medium
232.452,10.0.104.6,10.0.104.5,59638,8080,OTHER,1,80,930c200e,2026-04-11T17:04:53.551678,30,232,15.954,3490.35,2.4506e-05,,,,medium
234.444,10.0.102.9,10.0.104.5,29910,80,TCP,1,55,59bf3224,2026-04-11T17:04:55.544296,30,234,15.115,3519.92,2.3217e-05,13.489,555844.0,medium,medium
235.283,10.0.100.5,10.0.102.5,5394,5003,TCP,0,61,d1189bbb,2026-04-11T17:04:56.383365,30,235,15.142,3535.06,2.3258e-05,6.8846,55904.0,small,small
235.982,10.0.104.2,10.0.100.13,61626,80,TCP,2,61,8e8e8cbe,2026-04-11T17:04:57.082323,30,235,15.142,3535.06,2.3258e-05,2.70425,71019.0,small,small
236.21,10.0.100.13,10.0.104.6,17314,5003,TCP,3,80,6b23991e,2026-04-11T17:04:57.310267,30,236,15.081,3550.14,2.3164e-05,0.68295,44763.0,small,small
238.04,10.0.104.5,10.0.100.12,58070,80,TCP,0,60,e7b910e0,2026-04-11T17:04:59.139843,30,238,14.899,3580.48,2.2885e-05,1.1095,104176.0,small,medium
238.315,10.0.100.2,10.0.102.2,42630,8080,TCP,1,77,9b5ab3b3,2026-04-11T17:04:59.415140,30,238,14.899,3580.48,2.2885e-05,1.2803499999999999,57676.0,small,small
239.202,10.0.102.9,10.0.100.9,43012,8080,TCP,0,85,a2a5fd84,2026-04-11T17:05:00.302008,30,239,15.129,3595.61,2.3239e-05,1.407,148093.0,small,medium
240.335,10.0.100.5,10.0.102.5,19168,8443,TCP,2,75,c7dc8535,2026-04-11T17:05:01.434939,30,240,14.935,3610.54,2.2941e-05,11.599,895670.0,medium,medium
240.552,10.0.102.5,10.0.100.2,30936,443,OTHER,1,60,3adb97e7,2026-04-11T17:05:01.651795,30,240,14.935,3610.54,2.2941e-05,,,,medium
242.797,10.0.100.9,10.0.102.9,7014,5001,TCP,0,56,35f5a962,2026-04-11T17:05:03.896819,30,242,14.568,3640.63,2.2376e-05,54.14809999999999,45241482.0,large,large
243.506,10.0.100.13,10.0.100.9,53153,443,OTHER,1,86,3a081fd1,2026-04-11T17:05:04.606105,30,243,15.293,3655.92,2.3491e-05,,,,medium
243.925,10.0.104.5,10.0.102.13,6108,8080,TCP,2,86,62750fab,2026-04-11T17:05:05.025117,30,243,15.293,3655.92,2.3491e-05,9.5893,1387074.0,medium,large
244.162,10.0.104.2,10.0.100.9,44803,80,TCP,0,79,d244053a,2026-04-11T17:05:05.261582,30,244,14.719,3670.64,2.2609e-05,76.0285,41830909.0,large,large
246.199,10.0.102.6,10.0.104.9,49661,5001,TCP,1,51,064fe70a,2026-04-11T17:05:07.299283,30,246,15.308,3700.94,2.3513e-05,41.5359,36011262.0,large,large
247.871,10.0.102.12,10.0.104.2,24669,443,TCP,1,65,ecfb76f4,2026-04-11T17:05:08.970930,30,247,15.231,3716.17,2.3394e-05,86.7103,27196396.0,large,large
249.375,10.0.102.5,10.0.104.6,28093,8080,TCP,2,47,cd085cc7,2026-04-11T17:05:10.474533,30,249,14.624,3745.88,2.2462e-05,2.03,11978.0,small,small
0.451,10.0.104.9,10.0.104.6,61878,5001,TCP,5,133,af36b147,2026-04-11T17:01:01.550647,50,0,25.443,25.44,3.9081e-05,4.31325,126123.0,small,medium
1.593,10.0.104.2,10.0.104.9,62658,5001,TCP,4,85,4296fcb1,2026-04-11T17:01:02.692514,50,1,24.248,49.69,3.7244e-05,4.36275,90496.0,small,small
1.641,10.0.100.6,10.0.100.2,56835,8443,TCP,1,91,5982e254,2026-04-11T17:01:02.740764,50,1,24.248,49.69,3.7244e-05,4.87725,51589.0,small,small
3.438,10.0.102.6,10.0.102.9,27746,5003,TCP,2,125,5c7f027b,2026-04-11T17:01:04.538363,50,3,24.79,101.52,3.8078e-05,5.6297500000000005,55328.0,small,small
5.095,10.0.100.12,10.0.102.13,35696,443,TCP,7,109,dd4a5c7e,2026-04-11T17:01:06.194683,50,5,25.32,152.34,3.8892e-05,41.31,425789.0,medium,medium
7.065,10.0.100.12,10.0.100.9,25870,5001,TCP,2,141,4a93ac8d,2026-04-11T17:01:08.164833,50,7,24.966,203.39,3.8348e-05,4.40125,24928.0,small,small
8.376,10.0.102.13,10.0.100.6,19991,8443,TCP,7,116,a22bb615,2026-04-11T17:01:09.476171,50,8,24.187,227.58,3.7151e-05,4.79675,61788.0,small,small
8.466,10.0.102.9,10.0.100.12,55619,5001,TCP,2,122,fc324d25,2026-04-11T17:01:09.565709,50,8,24.187,227.58,3.7151e-05,8.5085,56676.0,small,small
14.787,10.0.104.9,10.0.102.9,19030,80,TCP,21,136,5e8ed229,2026-04-11T17:01:15.886645,50,14,24.733,373.75,3.7989e-05,10.07125,20065.0,small,small
15.39,10.0.100.5,10.0.104.6,62485,8443,TCP,5,105,764c1f71,2026-04-11T17:01:16.489919,50,15,25.492,399.24,3.9156e-05,16.728749999999998,117531.0,small,medium
16.0,10.0.100.2,10.0.102.6,12704,443,OTHER,2,138,b63f116c,2026-04-11T17:01:17.100069,50,16,25.642,424.89,3.9387e-05,,,,medium
17.133,10.0.100.9,10.0.104.5,4757,80,OTHER,2,109,f15530fb,2026-04-11T17:01:18.233324,50,17,25.419,450.31,3.9043e-05,,,,medium
17.34,10.0.100.2,10.0.100.5,54479,5001,TCP,1,106,d4d852d9,2026-04-11T17:01:18.440073,50,17,25.419,450.31,3.9043e-05,15.13125,137213.0,small,medium
18.122,10.0.100.6,10.0.104.5,22962,5003,TCP,2,120,41386c19,2026-04-11T17:01:19.221732,50,18,25.953,476.26,3.9864e-05,6.0305,55756.0,small,small
18.362,10.0.102.9,10.0.102.2,57899,5003,OTHER,2,118,ebbe6750,2026-04-11T17:01:19.461596,50,18,25.953,476.26,3.9864e-05,,,,medium
19.349,10.0.104.2,10.0.104.6,47542,80,TCP,4,103,49c67ae8,2026-04-11T17:01:20.449210,50,19,25.533,501.79,3.9219e-05,2.72475,87411.0,small,small
19.69,10.0.102.2,10.0.100.13,30632,5003,OTHER,5,70,04b4aa98,2026-04-11T17:01:20.790190,50,19,25.533,501.79,3.9219e-05,,,,medium
21.021,10.0.102.12,10.0.100.13,25914,443,TCP,3,122,27594680,2026-04-11T17:01:22.121000,50,21,25.849,554.52,3.9704e-05,6.62375,85970.0,small,small
21.96,10.0.102.6,10.0.102.2,32589,8443,OTHER,5,113,94897c30,2026-04-11T17:01:23.059852,50,21,25.849,554.52,3.9704e-05,,,,medium
24.095,10.0.102.6,10.0.100.13,20400,5001,TCP,1,104,62cdd393,2026-04-11T17:01:25.194647,50,24,24.989,628.15,3.8383e-05,6.86175,57663.0,small,small
26.786,10.0.102.13,10.0.102.6,51140,8080,OTHER,5,154,17cfdc78,2026-04-11T17:01:27.886431,50,26,24.501,677.77,3.7633e-05,,,,medium
27.662,10.0.102.2,10.0.102.12,25441,8443,TCP,0,117,a91f38e2,2026-04-11T17:01:28.762147,50,27,25.037,702.81,3.8456e-05,9.338000000000001,61288.0,small,small
28.729,10.0.104.9,10.0.100.9,43854,8443,TCP,3,109,d66e1731,2026-04-11T17:01:29.828765,50,28,23.622,726.43,3.6283e-05,8.136000000000001,108290.0,small,medium
30.232,10.0.102.6,10.0.100.13,7752,5003,TCP,1,145,b21994b6,2026-04-11T17:01:31.331596,50,30,24.794,776.11,3.8083e-05,7.27475,7545.0,small,small
31.568,10.0.104.6,10.0.104.5,29455,8080,TCP,1,147,799e655a,2026-04-11T17:01:32.667680,50,31,25.514,801.63,3.9189e-05,7.78575,10101.0,small,small
32.378,10.0.100.6,10.0.104.9,51127,8080,TCP,1,114,73baee01,2026-04-11T17:01:33.478009,50,32,24.226,825.85,3.7211e-05,27.977500000000003,1435724.0,medium,large
33.099,10.0.100.13,10.0.100.2,46720,80,OTHER,0,127,f6564a00,2026-04-11T17:01:34.198778,50,33,25.01,850.86,3.8416e-05,,,,medium
34.446,10.0.104.5,10.0.100.9,55131,8080,TCP,0,136,6a71b1d4,2026-04-11T17:01:35.545712,50,34,25.024,875.89,3.8437e-05,5.431500000000001,102487.0,small,medium
34.93,10.0.100.9,10.0.102.6,29332,5001,OTHER,3,140,ca171c12,2026-04-11T17:01:36.030143,50,34,25.024,875.89,3.8437e-05,,,,medium
36.166,10.0.102.13,10.0.102.6,33406,8443,TCP,1,124,e6db2e19,2026-04-11T17:01:37.266176,50,36,24.3,925.49,3.7325e-05,14.82525,146866.0,small,medium
37.385,10.0.102.9,10.0.100.12,15938,443,TCP,1,95,2c7384be,2026-04-11T17:01:38.484756,50,37,23.604,949.09,3.6256e-05,17.04675,71677.0,small,small
38.145,10.0.104.5,10.0.102.5,16321,5001,TCP,2,121,124b2f02,2026-04-11T17:01:39.244915,50,38,24.024,973.12,3.6901e-05,9.85075,14676.0,small,small
41.201,10.0.102.12,10.0.100.6,64436,443,TCP,9,127,926519a0,2026-04-11T17:01:42.300770,50,41,25.584,1048.39,3.9297e-05,14.937999999999999,76123.0,small,small
41.387,10.0.100.13,10.0.102.5,26117,80,OTHER,1,88,f2076afc,2026-04-11T17:01:42.487121,50,41,25.584,1048.39,3.9297e-05,,,,medium
42.976,10.0.104.9,10.0.100.2,58268,5003,OTHER,2,150,6daa861f,2026-04-11T17:01:44.076389,50,42,24.629,1073.02,3.783e-05,,,,medium
43.168,10.0.100.2,10.0.100.9,54503,5003,TCP,4,96,42ae71ab,2026-04-11T17:01:44.268168,50,43,25.31,1098.33,3.8877e-05,16.7175,351187.0,medium,medium
43.626,10.0.104.9,10.0.104.6,18761,80,TCP,5,107,c484eb8f,2026-04-11T17:01:44.725859,50,43,25.31,1098.33,3.8877e-05,3.6522500000000004,92978.0,small,small
43.956,10.0.102.2,10.0.100.6,30777,5003,OTHER,2,132,10cc163a,2026-04-11T17:01:45.056290,50,43,25.31,1098.33,3.8877e-05,,,,medium
45.182,10.0.102.9,10.0.102.5,39666,8443,TCP,1,82,9ca62a02,2026-04-11T17:01:46.281630,50,45,24.463,1147.39,3.7575e-05,36.807500000000005,1328001.0,medium,large
47.24,10.0.100.9,10.0.102.12,34004,8080,OTHER,0,131,c05d677b,2026-04-11T17:01:48.340413,50,47,23.786,1195.93,3.6535e-05,,,,medium
48.396,10.0.104.9,10.0.100.5,29631,8443,TCP,0,103,5f47fae1,2026-04-11T17:01:49.496267,50,48,25.144,1221.08,3.8621e-05,4.257,108570.0,small,medium
48.888,10.0.100.12,10.0.104.9,25204,5003,TCP,1,119,2b53c9d1,2026-04-11T17:01:49.988412,50,48,25.144,1221.08,3.8621e-05,2.763,103972.0,small,medium
50.371,10.0.100.12,10.0.104.9,6583,8443,TCP,0,108,c2f9f4bb,2026-04-11T17:01:51.470855,50,50,24.89,1272.16,3.8231e-05,10.828999999999999,40912.0,small,small
50.577,10.0.102.5,10.0.100.6,3710,5001,TCP,2,131,c69c459d,2026-04-11T17:01:51.677313,50,50,24.89,1272.16,3.8231e-05,7.476000000000001,79994.0,small,small
54.043,10.0.104.9,10.0.100.6,24734,443,TCP,4,105,dbf1887e,2026-04-11T17:01:55.143293,50,54,23.915,1371.32,3.6734e-05,12.446,85364.0,small,small
54.605,10.0.102.12,10.0.100.13,59554,8080,TCP,1,113,b87120a9,2026-04-11T17:01:55.704557,50,54,23.915,1371.32,3.6734e-05,4.662,143907.0,small,medium
55.208,10.0.104.9,10.0.104.5,28698,443,TCP,13,127,cba739b1,2026-04-11T17:01:56.307629,50,55,23.419,1394.74,3.5971e-05,8.34575,90051.0,small,small
56.01,10.0.104.2,10.0.100.12,4874,5003,TCP,1,96,e9f5f22c,2026-04-11T17:01:57.110126,50,56,25.243,1419.98,3.8774e-05,5.887,45604.0,small,small
59.031,10.0.104.6,10.0.104.9,32965,5001,OTHER,1,147,bb9f1f44,2026-04-11T17:02:00.131402,50,59,24.77,1493.06,3.8046e-05,,,,medium
59.925,10.0.100.12,10.0.102.6,55137,443,OTHER,8,118,aec653b5,2026-04-11T17:02:01.024622,50,59,24.77,1493.06,3.8046e-05,,,,medium
61.55,10.0.104.9,10.0.100.9,61661,5003,TCP,1,121,18a54d00,2026-04-11T17:02:02.650023,50,61,24.467,1541.5,3.7582e-05,6.2145,102542.0,small,medium
62.866,10.0.100.2,10.0.104.6,64671,5003,TCP,2,130,19bedaf7,2026-04-11T17:02:03.966019,50,62,24.98,1566.48,3.8369e-05,5.67225,113273.0,small,medium
63.692,10.0.104.9,10.0.100.6,40918,443,TCP,3,123,63c579a3,2026-04-11T17:02:04.792490,50,63,25.662,1592.15,3.9417e-05,5.3374999999999995,95759.0,small,small
64.072,10.0.100.9,10.0.104.2,38932,5003,TCP,1,96,3e49c2a4,2026-04-11T17:02:05.172273,50,64,25.631,1617.78,3.9369e-05,1.48725,146564.0,small,medium
66.533,10.0.104.9,10.0.102.13,3427,5003,OTHER,2,117,ac4a06fa,2026-04-11T17:02:07.632816,50,66,25.435,1667.15,3.9069e-05,,,,medium
66.878,10.0.100.12,10.0.102.13,47228,8443,TCP,1,123,0a6d5022,2026-04-11T17:02:07.977629,50,66,25.435,1667.15,3.9069e-05,5.92425,135449.0,small,medium
